0.03070979,0.615366,1.41E-16
0.05285248,0.601479,0.000113776
0.08551916,0.6207039,1.39E-16
0.05881694,0.6603742,5.36E-05
0.7313791,0.7139237,0.2993685
0.07052409,0.5893135,1.41E-16
0.6602602,0.546893,0.1792776
0.6899897,0.5024353,0.1830832
0.006937106,0.6151254,0.000220508
0.04803698,0.602484,1.41E-16
0.3977128,0.5569541,0.0007605
0.08215354,0.5906132,1.27E-06
0.07604453,0.5679679,1.41E-16
0.04666807,0.6181635,1.41E-16
0.04188984,0.6365454,1.32E-16
0.06728947,0.637414,1.41E-16
0.1081117,0.5763271,1.31E-16
0.04057455,0.6020711,1.41E-16
0.05767337,0.5912538,1.41E-16
0.04497329,0.6267071,0.001382314
0.07079037,0.5935025,1.54E-16
0.2394275,0.8657847,0.398233
0.0955268,0.5657159,1.41E-16
0.07195445,0.549458,1.46E-16
0.05649248,0.5992607,1.41E-16
0.1656856,0.7762207,0.4690719
0.0389843,0.5886933,1.41E-16
0.02984461,0.6000864,0.000454328
0.05580326,0.6231234,0.005046271
0.1285925,0.6292764,1.41E-16
0.05042301,0.5696148,1.41E-16
0.0242471,0.6258676,0.001398595
0.1117846,0.5943985,1.41E-16
0.02363376,0.595714,1.41E-16
0.1070481,0.5883706,0.00000638
0.07568736,0.6114949,1.41E-16
0.01122934,0.6108172,1.41E-16
0.0379788,0.6009268,1.41E-16
0.06357014,0.6096739,1.41E-16
0.03394656,0.5985876,1.41E-16
0.07455136,0.5595485,1.41E-16
0.1212721,0.6103986,1.41E-16
0.02647645,0.5923094,0.000278863
0.0806542,0.5545732,1.41E-16
0.01495191,0.616825,0.000052216
0.1285676,0.5933098,1.41E-16
0.1367924,0.6076641,1.41E-16
0.4885691,0.7430462,0.6799678
0.04578334,0.6269034,1.41E-16
0.044154,0.6212873,1.41E-16
0.1509362,0.6486523,1.47E-16
0.04823697,0.6147819,1.41E-16
0.07185391,0.6154675,1.41E-16
0.7307681,0.7752447,0.2242815
0.6398236,0.7217314,0.3873811
0.1185593,0.5782597,1.46E-16
0.005195904,0.6193464,0.416513
0.121459,0.6824898,5.09E-05
0.03023234,0.6016883,1.74E-05
0.01645113,0.6298043,0.5479226
0.02484216,0.6137336,1.41E-16
0.1917521,0.658217,0.1109393
0.04265991,0.5963474,1.41E-16
0.06561917,0.6307796,1.41E-16
0.04649536,0.6201676,1.41E-16
0.05732654,0.583231,1.41E-16
0.01518107,0.6153051,1.41E-16
0.07190619,0.6339735,0.003814665
0.06774546,0.6082039,0.002799938
0.04408741,0.5935962,1.41E-16
0.03331128,0.6115333,1.41E-16
0.051463,0.6057798,1.41E-16
0.0883855,0.623542,1.41E-16
0.06200397,0.5890352,0.001993717
0.05396684,0.6259027,1.41E-16
0.1003458,0.621085,1.41E-16
0.050475,0.5907432,1.41E-16
0.08095761,0.6429469,1.41E-16
0.3981948,0.522024,1.44E-16
0.09631763,0.5700117,1.41E-16
0.1055256,0.6065296,1.41E-16
0.3510019,0.2899578,0.000997292
0.0577977,0.5647879,1.41E-16
0.7058054,0.334187,0.09510076
0.07967069,0.6289533,1.41E-16
0.08266412,0.5305738,0.000277386
0.01285523,0.6211996,0.01880777
0.3390118,0.8150309,0.7821343
0.07947002,0.6967843,1.58E-16
0.1132959,0.6214965,1.26E-16
0.06221587,0.6019773,0.000282746
0.03766149,0.6178075,1.41E-16
0.09327191,0.638667,1.41E-16
0.05920969,0.6201682,1.41E-16
0.1456576,0.5968354,1.37E-16
0.02675733,0.6128191,1.41E-16
0.06760704,0.6119,0.005747337
0.1199074,0.620613,1.41E-16
0.4289223,0.5471825,1.41E-16
0.04250812,0.6196284,0.387105
0.08160107,0.6508178,0.000333662
0.07916591,0.6145564,0.001207766
0.779745,0.3900889,0.1607321
0.004778564,0.6214324,0.000653018
0.2560874,0.3670775,0.005397492
0.06285941,0.5829911,8.24E-05
0.04027916,0.5951363,1.41E-16
0.1217439,0.5364986,1.41E-16
0.05103226,0.6674934,0.01257206
0.0476693,0.5985467,1.41E-16
0.007266559,0.6126178,0.000250356
0.05981377,0.6322145,1.41E-16
0.07960909,0.6033622,1.41E-16
0.1114754,0.6364617,1.41E-16
0.001458685,0.6225444,0.01241115
0.0530163,0.62104,0.000839656
0.06315421,0.6277501,1.41E-16
0.05088038,0.5947935,1.41E-16
0.086537,0.5607172,1.24E-16
0.06959612,0.6156052,1.41E-16
0.1467714,0.5941891,1.41E-16
0.1001704,0.5351629,0.3633457
0.03945176,0.5902602,1.41E-16
0.08110451,0.5914321,1.41E-16
0.0609837,0.635249,1.41E-16
0.05213436,0.6633834,0.004368646
0.09678023,0.563874,0.000107662
0.044447,0.5831143,1.41E-16
0.02761291,0.6206144,1.41E-16
0.02521136,0.6313139,0.5880419
0.07698627,0.6019106,1.41E-16
0.04268798,0.6506202,0.000463043
0.05048409,0.6240209,1.41E-16
0.6058478,0.4920351,0.09203482
0.09361022,0.6465871,0.001841005
0.09071957,0.621425,0.006874648
0.04871964,0.6390884,2.37E-06
0.9037529,0.6513036,0.05355468
0.33943,0.5571466,0.06041596
0.03215407,0.6061362,1.41E-16
0.6488416,0.4829114,1.41E-16
0.03221358,0.6252683,1.41E-16
0.08460707,0.570395,1.41E-16
0.06278894,0.5693854,0.000169758
0.1698147,0.4371515,1.41E-16
0.09140659,0.6171156,1.41E-16
0.0545163,0.5995712,1.41E-16
0.04805905,0.5997066,0.000068052
0.09052008,0.5982605,1.32E-16
0.09544622,0.6246373,0.000200582
0.0324398,0.601615,1.42E-05
0.06669918,0.5943815,1.41E-16
0.2149716,0.3970922,0.000943435
0.04940504,0.6115824,1.41E-16
0.5850662,0.7120442,1.44E-16
0.01652722,0.6189856,0.4141695
0.0579504,0.6249297,1.61E-16
0.05886859,0.6256896,1.41E-16
0.0300848,0.6090991,1.41E-16
0.1553933,0.5894119,1.35E-16
0.006862171,0.6292255,0.2993184
0.02290508,0.6208703,0.5480833
