29,91.5,170,4,4,5,0,0.98837,0.66667,0.4,0.5,0,170,4,4,5,1,0,0,0,0,0,0.94972,0.8,0.57143,0.625,0
30,92.5,170,4,5,6,0,0.98837,0.66667,0.5,0.6,0,170,4,5,6,0,0,0,0,0,0,0.96045,0.8,0.55556,0.66667,NaN
31,93.5,171,5,6,5,0,0.99419,0.83333,0.6,0.5,0,171,5,6,5,0,0,0,0,0,0,0.95531,0.83333,0.66667,0.83333,NaN
32,92,171,2,4,7,0,0.99419,0.33333,0.4,0.7,0,171,2,4,7,0,0,0,0,0,0,0.95,0.5,0.57143,0.77778,NaN
33,93.5,168,6,6,7,0,0.97674,1,0.6,0.7,0,168,6,6,7,1,0,0,0,0,0,0.96,1,0.85714,0.63636,0
34,92.5,171,5,5,4,0,0.99419,0.83333,0.5,0.4,0,171,5,5,4,1,0,0,0,0,0,0.95,0.83333,0.71429,0.66667,0
35,92,170,4,4,6,0,0.98837,0.66667,0.4,0.6,0,170,4,4,6,0,0,0,0,0,0,0.94972,0.66667,0.66667,0.66667,NaN
36,92.5,170,3,6,6,0,0.98837,0.5,0.6,0.6,0,170,3,6,6,0,0,0,0,0,0,0.95506,0.6,0.66667,0.75,NaN
37,94,170,5,7,6,0,0.98837,0.83333,0.7,0.6,0,170,5,7,6,0,0,0,0,0,0,0.96591,1,0.7,0.66667,NaN
38,93,170,4,6,6,0,0.98837,0.66667,0.6,0.6,0,170,4,6,6,0,0,0,0,0,0,0.96045,0.8,0.75,0.6,NaN
39,93,169,5,5,7,0,0.98256,0.83333,0.5,0.7,0,169,5,5,7,0,0,0,0,0,0,0.96023,0.83333,0.625,0.7,NaN
40,93,170,5,5,6,0,0.98837,0.83333,0.5,0.6,0,170,5,5,6,1,0,0,0,0,0,0.96591,0.625,0.625,0.85714,0
41,92.5,169,5,6,5,0,0.98256,0.83333,0.6,0.5,0,169,5,6,5,2,0,0,0,0,0,0.96023,0.83333,0.66667,0.71429,0
42,94,170,6,6,6,0,0.98837,1,0.6,0.6,0,170,6,6,6,0,0,0,0,0,0,0.96045,0.85714,0.75,0.75,NaN
43,92.5,170,4,5,6,0,0.98837,0.66667,0.5,0.6,0,170,4,5,6,0,0,0,0,0,0,0.96591,0.8,0.5,0.66667,NaN
44,92,170,6,3,5,0,0.98837,1,0.3,0.5,0,170,6,3,5,1,0,0,0,0,0,0.95506,0.75,0.6,0.625,0
45,92.5,171,2,7,5,0,0.99419,0.33333,0.7,0.5,0,171,2,7,5,0,0,0,0,0,0,0.95531,1,0.58333,0.71429,NaN
46,93,168,6,5,7,0,0.97674,1,0.5,0.7,0,168,6,5,7,1,0,0,0,0,0,0.96552,0.85714,0.83333,0.58333,0
47,91,170,3,5,4,0,0.98837,0.5,0.5,0.4,0,170,3,5,4,0,0,0,0,0,0,0.93923,0.6,0.55556,0.8,NaN
48,92.5,170,4,5,6,0,0.98837,0.66667,0.5,0.6,0,170,4,5,6,0,0,0,0,0,0,0.96045,0.8,0.55556,0.66667,NaN
49,91.5,170,4,3,6,0,0.98837,0.66667,0.3,0.6,0,170,4,3,6,0,0,0,0,0,0,0.94972,0.66667,0.5,0.66667,NaN
50,91.5,171,4,2,6,0,0.99419,0.66667,0.2,0.6,0,171,4,2,6,1,0,0,0,0,0,0.93956,0.8,0.66667,0.66667,0
