382,0.063848,0.61461,1.4123e-16,1
267,0.074168,0.61165,1.4123e-16,1
302,0.42156,0.4255,1.4362e-16,6
259,0.044986,0.61431,1.4123e-16,1
84,0.70581,0.33419,0.095101,4
336,0.073378,0.59418,1.4123e-16,1
392,0.054131,0.65165,1.4123e-16,1
329,0.043076,0.60357,1.4123e-16,1
292,0.43144,0.72408,0.40737,3
378,0.085748,0.63255,1.4815e-16,1
203,0.12177,0.58361,1.6215e-16,1
32,0.024247,0.62587,0.0013986,1
282,0.098038,0.63688,0.00056527,1
426,0.43975,0.8723,0.20111,3
70,0.044087,0.5936,1.4123e-16,1
55,0.63982,0.72173,0.38738,4
290,0.23581,0.43806,1.4123e-16,1
202,0.037215,0.60791,1.4123e-16,1
112,0.059814,0.63221,1.4123e-16,1
272,0.14075,0.8,0.42262,3
95,0.14566,0.59684,1.3741e-16,1
90,0.1133,0.6215,1.2642e-16,1
493,0.45801,0.29951,1.4123e-16,4
37,0.011229,0.61082,1.4123e-16,1
167,0.12078,0.57871,1.4123e-16,1
151,0.03244,0.60162,1.4241e-05,1
368,0.048592,0.61293,1.4123e-16,1
257,0.23659,0.84319,1.4123e-16,3
293,0.032838,0.60334,1.4123e-16,1
416,0.05345,0.60537,1.4123e-16,1
400,0.086671,0.53607,1.4123e-16,6
204,0.028598,0.61079,1.4123e-16,1
469,0.05573,0.60961,1.4123e-16,1
490,0.26291,0.67675,0.49841,3
147,0.054516,0.59957,1.4123e-16,1
256,0.78956,0.64085,0.092475,4
130,0.025211,0.63131,0.58804,2
231,0.094457,0.57216,0.00012804,1
413,0.064337,0.6097,1.4123e-16,1
118,0.05088,0.59479,1.4123e-16,1
276,0.028841,0.59095,1.4123e-16,1
471,0.054395,0.60047,0.011819,1
85,0.079671,0.62895,1.4123e-16,1
383,0.075341,0.60444,1.4123e-16,1
93,0.093272,0.63867,1.4123e-16,1
110,0.047669,0.59855,1.4123e-16,1
301,0.030295,0.61946,1.4123e-16,1
53,0.071854,0.61547,1.4123e-16,1
195,0.086615,0.60316,1.4123e-16,1
334,0.073,0.59692,1.4123e-16,1
470,0.10443,0.63492,1.4123e-16,1
194,0.033892,0.61992,1.4123e-16,1
72,0.051463,0.60578,1.4123e-16,1
65,0.046495,0.62017,1.4123e-16,1
17,0.10811,0.57633,1.3149e-16,1
398,0.089797,0.58129,1.5376e-16,1
465,0.037469,0.60725,1.4123e-16,1
462,0.040965,0.59382,1.4123e-16,1
499,0.019437,0.60509,1.6721e-05,1
346,0.068613,0.59459,1.4123e-16,1
239,0.0056446,0.61882,0.42128,2
468,0.013734,0.62895,0.0051706,1
181,0.61948,0.2727,0.040854,4
47,0.13679,0.60766,1.4123e-16,1
321,0.11821,0.66915,0.010079,1
247,0.057619,0.59416,0.00017221,1
250,0.049217,0.62044,1.4123e-16,1
1,0.03071,0.61537,1.4123e-16,1
66,0.057327,0.58323,1.4123e-16,1
246,0.059217,0.64372,1.4123e-16,1
394,0.078705,0.58478,1.4123e-16,1
82,0.351,0.28996,0.00099729,4
488,0.090732,0.5586,0.0017022,1
497,0.080133,0.6271,1.4123e-16,1
28,0.029845,0.60009,0.00045433,1
475,0.040918,0.62952,1.4123e-16,1
399,0.43176,0.53764,1.4123e-16,1
408,0.032371,0.6214,1.4123e-16,1
51,0.15094,0.64865,1.4711e-16,1
226,0.072223,0.58843,1.4123e-16,1
228,0.13305,0.61538,1.4123e-16,1
498,0.085759,0.71114,0.074278,5
30,0.12859,0.62928,1.4123e-16,1
24,0.071954,0.54946,1.4637e-16,1
415,0.79817,0.3891,0.10426,4
235,0.085642,0.60597,1.4123e-16,1
81,0.10553,0.60653,1.4123e-16,1
429,0.053267,0.59726,1.4123e-16,1
137,0.04872,0.63909,2.3736e-06,1
115,0.0014587,0.62254,0.012411,1
349,0.43972,0.37259,0.0010968,4
173,0.080502,0.59357,1.4123e-16,1
326,0.098495,0.60006,1.4123e-16,1
128,0.044447,0.58311,1.4123e-16,1
284,0.059095,0.5841,1.4123e-16,1
361,0.045997,0.6072,1.4123e-16,1
119,0.086537,0.56072,1.2434e-16,1
265,0.053562,0.59245,1.4123e-16,1
447,0.02922,0.61925,0.0024805,1
453,0.18404,0.49188,1.4123e-16,4
232,0.24995,0.79363,0.36701,3
227,0.051737,0.62064,1.4123e-16,1
3,0.085519,0.6207,1.3875e-16,1
125,0.060984,0.63525,1.4123e-16,1
414,0.030059,0.56529,1.4123e-16,1
31,0.050423,0.56961,1.4123e-16,1
395,0.11888,0.6417,1.3491e-16,1
105,0.25609,0.36708,0.0053975,4
376,0.12239,0.58262,1.4123e-16,1
9,0.0069371,0.61513,0.00022051,1
172,0.013249,0.60916,3.6667e-06,1
480,0.080946,0.62823,1.4385e-16,1
18,0.040575,0.60207,1.4123e-16,1
450,0.078099,0.58395,1.3991e-06,1
184,0.072098,0.58746,1.3663e-16,1
234,0.052751,0.6339,0.0025335,1
189,0.047679,0.62255,1.4123e-16,1
431,0.19631,0.764,0.55589,3
80,0.096318,0.57001,1.4123e-16,1
116,0.053016,0.62104,0.00083966,1
313,0.065045,0.56647,1.4123e-16,1
175,0.080705,0.63586,1.4123e-16,1
434,0.21629,0.63618,1.3292e-16,6
102,0.079166,0.61456,0.0012078,1
421,0.022341,0.59713,8.6786e-05,1
39,0.06357,0.60967,1.4123e-16,1
22,0.23943,0.86578,0.39823,3
99,0.42892,0.54718,1.4123e-16,1
249,0.071793,0.56452,1.4123e-16,1
347,0.12026,0.56198,1.4123e-16,1
236,0.31931,0.60983,0.17594,4
108,0.12174,0.5365,1.4123e-16,6
454,0.079209,0.6117,1.4123e-16,1
237,0.24697,0.55239,1.3491e-16,6
248,0.79033,0.57874,0.059215,4
479,0.10568,0.57757,1.4123e-16,1
332,0.45249,0.54766,0.079476,4
129,0.027613,0.62061,1.4123e-16,1
101,0.081601,0.65082,0.00033366,1
338,0.13264,0.72293,0.016156,1
405,0.082134,0.67171,0.017475,6
262,0.11634,0.48289,1.4123e-16,1
373,0.038523,0.5778,1.4123e-16,1
487,0.70324,0.22066,0.0472,4
56,0.11856,0.57826,1.4602e-16,1
