233,42,0.12127,0.6104,1.4123e-16,1
59,244,0.11293,0.62129,1.2984e-16,1
225,336,0.073378,0.59418,1.4123e-16,1
21,301,0.030295,0.61946,1.4123e-16,1
66,182,0.026208,0.60969,1.4123e-16,1
166,157,0.05795,0.62493,1.6105e-16,1
75,17,0.10811,0.57633,1.3149e-16,1
220,10,0.048037,0.60248,1.4123e-16,1
26,60,0.016451,0.6298,0.54792,2
51,19,0.057673,0.59125,1.4123e-16,1
236,275,0.32377,0.85974,0.39406,3
91,92,0.037661,0.61781,1.4123e-16,1
224,282,0.098038,0.63688,0.00056527,1
153,40,0.033947,0.59859,1.4123e-16,1
88,51,0.15094,0.64865,1.4711e-16,1
122,284,0.059095,0.5841,1.4123e-16,1
141,22,0.23943,0.86578,0.39823,3
247,232,0.24995,0.79363,0.36701,3
10,420,0.089876,0.59967,1.4123e-16,1
89,111,0.0072666,0.61262,0.00025036,1
214,272,0.14075,0.8,0.42262,3
208,222,0.059358,0.56442,1.4123e-16,1
13,358,0.022998,0.61462,1.4123e-16,1
144,498,0.085759,0.71114,0.074278,5
162,242,0.11735,0.65287,1.4123e-16,1
85,131,0.076986,0.60191,1.4123e-16,1
156,128,0.044447,0.58311,1.4123e-16,1
189,72,0.051463,0.60578,1.4123e-16,1
67,132,0.042688,0.65062,0.00046304,3
118,190,0.077379,0.61667,1.6353e-16,1
90,266,0.078971,0.59837,1.4123e-16,1
45,475,0.040918,0.62952,1.4123e-16,1
36,44,0.080654,0.55457,1.4123e-16,1
196,461,0.02846,0.60788,1.4123e-16,1
171,444,0.3773,0.40864,1.3491e-16,6
181,438,0.11666,0.63246,1.4123e-16,1
114,191,0.066152,0.62197,1.4123e-16,1
76,103,0.77975,0.39009,0.16073,4
245,100,0.042508,0.61963,0.3871,2
243,121,0.14677,0.59419,1.4123e-16,1
14,279,0.32004,0.50451,1.4123e-16,1
218,203,0.12177,0.58361,1.6215e-16,1
204,214,0.031772,0.63665,1.4123e-16,1
73,36,0.075687,0.61149,1.4123e-16,1
100,193,0.017216,0.6147,1.4123e-16,1
81,329,0.043076,0.60357,1.4123e-16,1
