168,444,0.3773,0.40864,1.3491e-16,6
198,476,0.058976,0.58576,1.4123e-16,1
73,221,0.072755,0.60331,0.00018317,1
105,58,0.12146,0.68249,5.0854e-05,1
153,4,0.058817,0.66037,5.3582e-05,1
239,338,0.13264,0.72293,0.016156,1
47,97,0.067607,0.6119,0.0057473,1
178,364,0.079044,0.60016,1.4123e-16,1
79,425,0.048602,0.56326,1.4123e-16,1
68,475,0.040918,0.62952,1.4123e-16,1
216,40,0.033947,0.59859,1.4123e-16,1
227,428,0.027852,0.61188,1.4123e-16,1
169,22,0.23943,0.86578,0.39823,3
64,84,0.70581,0.33419,0.095101,4
34,223,0.5197,0.21827,0.0041329,4
26,370,0.04123,0.60022,1.4123e-16,1
58,208,0.045536,0.58126,1.4123e-16,1
89,193,0.017216,0.6147,1.4123e-16,1
122,141,0.64884,0.48291,1.4123e-16,1
33,2,0.052852,0.60148,0.00011378,1
242,329,0.043076,0.60357,1.4123e-16,1
236,104,0.0047786,0.62143,0.00065302,1
135,103,0.77975,0.39009,0.16073,4
190,386,0.047111,0.61301,1.4123e-16,1
229,158,0.058869,0.62569,1.4123e-16,1
121,101,0.081601,0.65082,0.00033366,1
48,357,0.016961,0.6275,0.0060496,1
181,68,0.071906,0.63397,0.0038147,1
37,318,0.076174,0.61065,1.4123e-16,1
221,270,0.04916,0.58282,1.4123e-16,1
231,308,0.064483,0.6201,9.6665e-07,1
46,126,0.052134,0.66338,0.0043686,1
209,212,0.028707,0.59509,1.4123e-16,1
204,397,0.074437,0.57871,1.4123e-16,1
156,218,0.041871,0.61902,0.0011348,1
85,275,0.32377,0.85974,0.39406,3
192,365,0.36773,0.34129,1.4123e-16,4
24,67,0.015181,0.61531,1.4123e-16,1
129,419,0.060339,0.61785,0.0072063,1
200,83,0.057798,0.56479,1.4123e-16,1
51,413,0.064337,0.6097,1.4123e-16,1
226,240,0.019857,0.61909,0.40208,2
3,351,0.024377,0.59354,1.4123e-16,1
212,341,0.023442,0.63843,9.0282e-06,1
62,241,0.03488,0.59189,1.4123e-16,1
138,116,0.053016,0.62104,0.00083966,1
232,291,0.084658,0.61407,1.2329e-16,1
174,472,0.076537,0.57388,3.558e-05,1
103,183,0.07082,0.59762,0.0004076,1
83,237,0.24697,0.55239,1.3491e-16,6
175,140,0.032154,0.60614,1.4123e-16,1
184,36,0.075687,0.61149,1.4123e-16,1
25,26,0.16569,0.77622,0.46907,3
154,233,0.025276,0.60735,1.4123e-16,1
246,261,0.079563,0.60095,1.4123e-16,1
111,159,0.030085,0.6091,1.4123e-16,1
92,56,0.11856,0.57826,1.4602e-16,1
71,181,0.61948,0.2727,0.040854,4
180,392,0.054131,0.65165,1.4123e-16,1
6,66,0.057327,0.58323,1.4123e-16,1
42,378,0.085748,0.63255,1.4815e-16,1
217,405,0.082134,0.67171,0.017475,6
220,448,0.045239,0.61684,1.4123e-16,1
207,102,0.079166,0.61456,0.0012078,1
144,14,0.046668,0.61816,1.4123e-16,1
86,339,0.12227,0.59272,1.4123e-16,1
88,89,0.07947,0.69678,1.5785e-16,3
81,331,0.10016,0.64129,0.5917,2
173,148,0.048059,0.59971,6.8052e-05,1
96,134,0.60585,0.49204,0.092035,4
61,342,0.081535,0.66127,0.0021966,1
18,323,0.027591,0.59677,1.4123e-16,1
21,489,0.011141,0.62274,7.8185e-06,1
7,292,0.43144,0.72408,0.40737,3
201,496,0.025977,0.62291,1.4123e-16,1
222,266,0.078971,0.59837,1.4123e-16,1
137,95,0.14566,0.59684,1.3741e-16,1
245,403,0.080482,0.60933,1.4123e-16,1
223,481,0.040645,0.61473,1.4123e-16,1
107,6,0.070524,0.58931,1.4123e-16,1
97,19,0.057673,0.59125,1.4123e-16,1
13,149,0.09052,0.59826,1.3226e-16,1
16,37,0.011229,0.61082,1.4123e-16,1
66,492,0.061613,0.62156,1.4123e-16,1
49,227,0.051737,0.62064,1.4123e-16,1
172,188,0.069486,0.64742,1.4123e-16,1
54,438,0.11666,0.63246,1.4123e-16,1
41,404,0.32388,0.42925,1.4619e-16,6
106,457,0.067555,0.63281,1.4123e-16,1
243,65,0.046495,0.62017,1.4123e-16,1
117,451,0.073778,0.61351,1.3481e-16,1
210,412,0.10145,0.63085,1.3114e-16,1
123,143,0.084607,0.57039,1.4123e-16,1
158,43,0.026476,0.59231,0.00027886,1
149,215,0.11381,0.56313,1.4123e-16,1
193,232,0.24995,0.79363,0.36701,3
140,10,0.048037,0.60248,1.4123e-16,1
67,224,0.095637,0.58965,1.4123e-16,1
19,59,0.030232,0.60169,1.7417e-05,1
187,129,0.027613,0.62061,1.4123e-16,1
56,312,0.030321,0.59202,1.4123e-16,1
166,182,0.026208,0.60969,1.4123e-16,1
14,118,0.05088,0.59479,1.4123e-16,1
94,94,0.05921,0.62017,1.4123e-16,1
124,406,0.070128,0.5838,1.4123e-16,1
228,500,0.033091,0.62136,1.4123e-16,1
147,309,0.016183,0.60953,1.4123e-16,1
214,435,0.08719,0.60796,1.4123e-16,1
52,29,0.055803,0.62312,0.0050463,1
183,12,0.082154,0.59061,1.2659e-06,1
215,18,0.040575,0.60207,1.4123e-16,1
186,256,0.78956,0.64085,0.092475,4
15,150,0.095446,0.62464,0.00020058,1
