15,91.5,171,4,4,4,0,0.99419,0.66667,0.4,0.44444,0,171,4,4,4,1,0,0,0,0,0,0.94475,0.66667,0.66667,0.66667,0
16,90.5,171,3,5,2,0,0.99419,0.5,0.5,0.22222,0,171,3,5,2,0,0,0,0,0,0,0.95,0.75,0.45455,0.4,NaN
17,92,171,4,5,4,0,0.99419,0.66667,0.5,0.44444,0,171,4,5,4,0,0,0,0,0,0,0.94475,0.8,0.625,0.66667,NaN
18,92,170,5,4,5,0,0.98837,0.83333,0.4,0.55556,0,170,5,4,5,0,0,0,0,0,0,0.96045,0.625,0.5,0.71429,NaN
19,91,171,3,4,4,0,0.99419,0.5,0.4,0.44444,0,171,3,4,4,0,0,0,0,0,0,0.93956,0.6,0.5,0.8,NaN
20,93.5,172,5,5,5,0,1,0.83333,0.5,0.55556,0,172,5,5,5,0,0,0,0,0,0,0.95556,0.71429,0.625,1,NaN
21,91,171,4,3,4,0,0.99419,0.66667,0.3,0.44444,0,171,4,3,4,0,0,0,0,0,0,0.95,0.57143,0.375,0.8,NaN
22,93,171,5,4,6,0,0.99419,0.83333,0.4,0.66667,0,171,5,4,6,0,0,0,0,0,0,0.96067,0.71429,0.57143,0.75,NaN
23,90.5,170,5,3,3,0,0.98837,0.83333,0.3,0.33333,0,170,5,3,3,2,0,0,0,0,0,0.94972,0.71429,0.5,0.5,0
24,90.5,170,3,2,6,0,0.98837,0.5,0.2,0.66667,0,170,3,2,6,1,0,0,0,0,0,0.94972,0.75,0.33333,0.6,0
25,92.5,171,4,3,7,0,0.99419,0.66667,0.3,0.77778,0,171,4,3,7,1,0,0,0,0,0,0.95531,0.66667,0.5,0.875,0
26,91,171,5,4,2,0,0.99419,0.83333,0.4,0.22222,0,171,5,4,2,4,0,0,0,0,0,0.96067,0.71429,0.57143,0.5,0
27,91,171,5,2,4,0,0.99419,0.83333,0.2,0.44444,0,171,5,2,4,0,0,0,0,0,0,0.93956,1,0.33333,0.57143,NaN
28,95,172,6,6,6,0,1,1,0.6,0.66667,0,172,6,6,6,0,0,0,0,0,0,0.97175,0.75,0.75,0.85714,NaN
29,92.5,171,4,5,5,0,0.99419,0.66667,0.5,0.55556,0,171,4,5,5,0,0,0,0,0,0,0.95531,0.8,0.55556,0.71429,NaN
30,92,171,4,4,5,0,0.99419,0.66667,0.4,0.55556,0,171,4,4,5,0,0,0,0,0,0,0.95531,0.66667,0.57143,0.625,NaN
31,91.5,172,3,6,2,0,1,0.5,0.6,0.22222,0,172,3,6,2,2,0,0,0,0,0,0.95028,1,0.5,1,0
32,90,170,4,4,2,0,0.98837,0.66667,0.4,0.22222,0,170,4,4,2,0,0,0,0,0,0,0.92896,1,0.66667,0.28571,NaN
33,93,172,4,5,5,0,1,0.66667,0.5,0.55556,0,172,4,5,5,0,0,0,0,0,0,0.95028,1,0.625,0.71429,NaN
34,91.5,171,3,5,4,0,0.99419,0.5,0.5,0.44444,0,171,3,5,4,0,0,0,0,0,0,0.96067,0.5,0.5,0.66667,NaN
35,93.5,172,3,7,5,0,1,0.5,0.7,0.55556,0,172,3,7,5,1,0,0,0,0,0,0.96629,0.75,0.58333,1,0
36,92,170,4,5,5,0,0.98837,0.66667,0.5,0.55556,0,170,4,5,5,0,0,0,0,0,0,0.95506,0.66667,0.5,0.83333,NaN
37,94.5,170,5,7,7,0,0.98837,0.83333,0.7,0.77778,0,170,5,7,7,0,0,0,0,0,0,0.96591,1,0.77778,0.7,NaN
38,89,172,1,4,1,0,1,0.16667,0.4,0.11111,0,172,1,4,1,0,0,0,0,0,0,0.91979,0.5,0.44444,0.5,NaN
39,91.5,171,4,4,4,0,0.99419,0.66667,0.4,0.44444,0,171,4,4,4,0,0,0,0,0,0,0.95531,0.8,0.57143,0.44444,NaN
40,91.5,171,5,1,6,0,0.99419,0.83333,0.1,0.66667,0,171,5,1,6,0,0,0,0,0,0,0.96067,0.55556,0.25,0.66667,NaN
41,91,171,3,4,4,0,0.99419,0.5,0.4,0.44444,0,171,3,4,4,0,0,0,0,0,0,0.94475,0.75,0.44444,0.66667,NaN
42,92.5,171,5,5,4,0,0.99419,0.83333,0.5,0.44444,0,171,5,5,4,0,0,0,0,0,0,0.95531,0.71429,0.71429,0.57143,NaN
43,89,170,3,3,2,0,0.98837,0.5,0.3,0.22222,0,170,3,3,2,3,0,0,0,0,0,0.94972,0.6,0.375,0.4,0
44,91.5,171,2,6,4,0,0.99419,0.33333,0.6,0.44444,0,171,2,6,4,0,0,0,0,0,0,0.93956,1,0.66667,0.57143,NaN
45,89.5,171,4,3,1,0,0.99419,0.66667,0.3,0.11111,0,171,4,3,1,1,0,0,0,0,0,0.93956,0.8,0.375,0.25,0
46,90.5,172,4,1,4,0,1,0.66667,0.1,0.44444,0,172,4,1,4,1,0,0,0,0,0,0.95028,0.57143,0.2,0.66667,0
47,92.5,171,5,3,6,0,0.99419,0.83333,0.3,0.66667,0,171,5,3,6,0,0,0,0,0,0,0.95531,0.625,0.6,0.75,NaN
48,91.5,171,5,4,3,0,0.99419,0.83333,0.4,0.33333,0,171,5,4,3,0,0,0,0,0,0,0.95,0.625,0.5,0.75,NaN
49,91.5,170,3,4,6,0,0.98837,0.5,0.4,0.66667,0,170,3,4,6,1,0,0,0,0,0,0.95506,0.6,0.57143,0.66667,0
50,92.5,171,3,5,6,0,0.99419,0.5,0.5,0.66667,0,171,3,5,6,1,0,0,0,0,0,0.9661,1,0.55556,0.6,0
