2,89,170,2,1,5,0,0.98837,0.4,0.1,0.45455,0,170,2,1,5,0,0,0,0,0,0,0.93407,0.66667,0.2,0.5,NaN
3,90.5,169,2,7,3,0,0.98256,0.4,0.7,0.27273,0,169,2,7,3,1,0,0,0,0,0,0.93889,1,0.63636,0.5,0
4,92.5,170,3,5,7,0,0.98837,0.6,0.5,0.63636,0,170,3,5,7,0,0,0,0,0,0,0.95506,1,0.625,0.63636,NaN
5,93.5,170,4,6,7,0,0.98837,0.8,0.6,0.63636,0,170,4,6,7,0,0,0,0,0,0,0.96045,0.66667,0.85714,0.7,NaN
6,93,170,4,7,5,0,0.98837,0.8,0.7,0.45455,0,170,4,7,5,0,0,0,0,0,0,0.96045,1,0.63636,0.625,NaN
7,92,171,4,1,8,0,0.99419,0.8,0.1,0.72727,0,171,4,1,8,0,0,0,0,0,0,0.95531,0.66667,0.33333,0.66667,NaN
8,93,171,4,5,6,0,0.99419,0.8,0.5,0.54545,0,171,4,5,6,0,0,0,0,0,0,0.94475,0.8,0.71429,0.85714,NaN
9,91,169,2,5,6,0,0.98256,0.4,0.5,0.54545,0,169,2,5,6,0,0,0,0,0,0,0.96023,1,0.5,0.5,NaN
10,91,170,3,3,6,0,0.98837,0.6,0.3,0.54545,0,170,3,3,6,0,0,0,0,0,0,0.94972,0.75,0.6,0.5,NaN
11,92.5,171,4,5,5,0,0.99419,0.8,0.5,0.45455,0,171,4,5,5,0,0,0,0,0,0,0.95531,1,0.55556,0.625,NaN
12,91.5,169,2,4,8,0,0.98256,0.4,0.4,0.72727,0,169,2,4,8,2,0,0,0,0,0,0.9548,1,0.8,0.57143,0
13,92,170,2,5,7,0,0.98837,0.4,0.5,0.63636,0,170,2,5,7,1,0,0,0,0,0,0.96591,0.66667,0.5,0.7,0
14,92.5,170,5,4,6,0,0.98837,1,0.4,0.54545,0,170,5,4,6,2,0,0,0,0,0,0.94972,0.83333,0.66667,0.85714,0
15,91,170,3,7,2,0,0.98837,0.6,0.7,0.18182,0,170,3,7,2,2,0,0,0,0,0,0.94972,1,0.58333,0.5,0
16,92,169,2,5,8,0,0.98256,0.4,0.5,0.72727,0,169,2,5,8,0,0,0,0,0,0,0.9548,0.66667,0.5,0.8,NaN
17,93,171,2,7,6,0,0.99419,0.4,0.7,0.54545,0,171,2,7,6,0,0,0,0,0,0,0.95531,1,0.63636,0.75,NaN
18,93.5,171,4,6,6,0,0.99419,0.8,0.6,0.54545,0,171,4,6,6,0,0,0,0,0,0,0.96067,0.66667,0.66667,0.85714,NaN
19,92,170,2,5,7,0,0.98837,0.4,0.5,0.63636,0,170,2,5,7,0,0,0,0,0,0,0.95506,0.66667,0.55556,0.7,NaN
20,92,169,2,8,5,0,0.98256,0.4,0.8,0.45455,0,169,2,8,5,0,0,0,0,0,0,0.9548,1,0.66667,0.55556,NaN
21,92,171,2,5,6,0,0.99419,0.4,0.5,0.54545,0,171,2,5,6,0,0,0,0,0,0,0.93443,1,0.83333,0.66667,NaN
22,83,152,3,4,7,0,0.88372,0.6,0.4,0.63636,0,152,3,4,7,4,0,0,0,0,0,0.95,0.25,0.57143,0.41176,0
23,92,170,3,5,6,0,0.98837,0.6,0.5,0.54545,0,170,3,5,6,1,0,0,0,0,0,0.95506,0.6,0.71429,0.66667,0
24,92.5,172,4,4,5,0,1,0.8,0.4,0.45455,0,172,4,4,5,1,0,0,0,0,0,0.95556,0.66667,0.5,1,0
25,93.5,170,5,3,9,0,0.98837,1,0.3,0.81818,0,170,5,3,9,0,0,0,0,0,0,0.97143,0.71429,0.75,0.64286,NaN
26,91,171,4,3,4,0,0.99419,0.8,0.3,0.36364,0,171,4,3,4,1,0,0,0,0,0,0.95531,0.8,0.375,0.57143,0
27,94,170,4,7,7,0,0.98837,0.8,0.7,0.63636,0,170,4,7,7,1,0,0,0,0,0,0.94972,1,0.875,0.875,0
28,92.5,169,4,5,7,0,0.98256,0.8,0.5,0.63636,0,169,4,5,7,0,0,0,0,0,0,0.9548,0.8,0.625,0.7,NaN
29,93,169,5,4,8,0,0.98256,1,0.4,0.72727,0,169,5,4,8,0,0,0,0,0,0,0.96023,0.83333,0.8,0.61538,NaN
30,92,169,4,4,7,0,0.98256,0.8,0.4,0.63636,0,169,4,4,7,1,0,0,0,0,0,0.9548,0.66667,0.8,0.63636,0
31,92.5,171,3,5,6,0,0.99419,0.6,0.5,0.54545,0,171,3,5,6,3,0,0,0,0,0,0.9661,1,0.625,0.66667,0
32,93,171,4,5,6,0,0.99419,0.8,0.5,0.54545,0,171,4,5,6,0,0,0,0,0,0,0.96067,0.8,0.625,0.66667,NaN
33,93.5,170,5,5,7,0,0.98837,1,0.5,0.63636,0,170,5,5,7,0,0,0,0,0,0,0.95506,0.83333,0.71429,0.77778,NaN
34,92,168,4,5,7,0,0.97674,0.8,0.5,0.63636,0,168,4,5,7,0,0,0,0,0,0,0.96552,0.66667,0.625,0.58333,NaN
35,92,170,3,4,7,0,0.98837,0.6,0.4,0.63636,0,170,3,4,7,0,0,0,0,0,0,0.96045,0.6,0.5,0.7,NaN
36,93.5,171,4,5,7,0,0.99419,0.8,0.5,0.63636,0,171,4,5,7,2,0,0,0,0,0,0.97159,0.66667,0.71429,0.77778,0
37,91,170,4,3,5,0,0.98837,0.8,0.3,0.45455,0,170,4,3,5,1,0,0,0,0,0,0.94444,0.8,0.5,0.625,0
38,92.5,169,4,3,9,0,0.98256,0.8,0.3,0.81818,0,169,4,3,9,1,0,0,0,0,0,0.96023,0.8,0.75,0.64286,0
39,92.5,171,5,5,4,0,0.99419,1,0.5,0.36364,0,171,5,5,4,1,0,0,0,0,0,0.94475,1,0.71429,0.66667,0
40,93,171,5,4,6,0,0.99419,1,0.4,0.54545,0,171,5,4,6,0,0,0,0,0,0,0.95531,0.83333,0.66667,0.66667,NaN
41,93,171,4,4,7,0,0.99419,0.8,0.4,0.63636,0,171,4,4,7,0,0,0,0,0,0,0.95531,1,0.57143,0.7,NaN
42,91,171,3,3,5,0,0.99419,0.6,0.3,0.45455,0,171,3,3,5,0,0,0,0,0,0,0.93443,0.6,0.5,0.83333,NaN
43,92.5,170,4,5,6,0,0.98837,0.8,0.5,0.54545,0,170,4,5,6,1,0,0,0,0,0,0.96045,0.57143,0.625,0.85714,0
44,90.5,170,3,5,3,0,0.98837,0.6,0.5,0.27273,0,170,3,5,3,1,0,0,0,0,0,0.92391,1,0.71429,0.6,0
45,92,168,4,6,6,0,0.97674,0.8,0.6,0.54545,0,168,4,6,6,1,0,0,0,0,0,0.9711,0.8,0.75,0.46154,0
46,92.5,169,4,6,6,0,0.98256,0.8,0.6,0.54545,0,169,4,6,6,0,0,0,0,0,0,0.94944,0.8,0.75,0.66667,NaN
47,91,171,2,4,5,0,0.99419,0.4,0.4,0.45455,0,171,2,4,5,0,0,0,0,0,0,0.93956,0.66667,0.5,0.71429,NaN
48,92.5,170,5,3,7,0,0.98837,1,0.3,0.63636,0,170,5,3,7,0,0,0,0,0,0,0.95506,0.83333,0.6,0.63636,NaN
49,91,170,3,4,5,0,0.98837,0.6,0.4,0.45455,0,170,3,4,5,1,0,0,0,0,0,0.95506,0.6,0.57143,0.55556,0
50,92,168,5,5,6,0,0.97674,1,0.5,0.54545,0,168,5,5,6,2,0,0,0,0,0,0.96552,0.83333,0.83333,0.5,0
