2,86,165,2,0,4,1,0,0.98214,0.4,0,0.36364,1,0,165,2,0,4,1,0,0,0,0,0,0,0,0.92179,0.28571,0,0.4,1,NaN
3,88,166,1,1,8,0,0,0.9881,0.2,0.1,0.72727,0,0,166,1,1,8,0,0,0,0,0,0,0,0,0.92737,0.33333,0.2,0.61538,NaN,NaN
4,89.5,166,3,6,4,0,0,0.9881,0.6,0.6,0.36364,0,0,166,3,6,4,0,1,0,0,0,0,0,0,0.93258,0.75,0.54545,0.66667,NaN,0
5,90.5,166,4,3,8,0,0,0.9881,0.8,0.3,0.72727,0,0,166,4,3,8,0,0,0,0,0,0,0,0,0.93258,0.8,0.75,0.61538,NaN,NaN
6,89,165,4,3,6,0,0,0.98214,0.8,0.3,0.54545,0,0,165,4,3,6,0,0,0,0,0,0,0,0,0.9322,0.8,0.6,0.46154,NaN,NaN
7,89,166,4,3,5,0,0,0.9881,0.8,0.3,0.45455,0,0,166,4,3,5,0,0,0,0,0,0,0,0,0.93785,0.57143,0.375,0.625,NaN,NaN
8,91,166,3,7,6,0,0,0.9881,0.6,0.7,0.54545,0,0,166,3,7,6,0,2,0,0,0,0,0,0,0.94857,1,0.7,0.6,NaN,0
9,91.5,167,3,4,9,0,0,0.99405,0.6,0.4,0.81818,0,0,167,3,4,9,0,1,0,0,0,0,0,0,0.9382,0.75,0.66667,0.81818,NaN,0
10,90,167,5,3,5,0,0,0.99405,1,0.3,0.45455,0,0,167,5,3,5,0,0,0,0,0,0,0,0,0.93296,0.625,0.6,0.625,NaN,NaN
11,91.5,165,5,5,8,0,0,0.98214,1,0.5,0.72727,0,0,165,5,5,8,0,0,0,0,0,0,0,0,0.94286,0.83333,0.83333,0.61538,NaN,NaN
12,90.5,165,4,5,7,0,0,0.98214,0.8,0.5,0.63636,0,0,165,4,5,7,0,0,0,0,0,0,0,0,0.94286,0.66667,0.71429,0.58333,NaN,NaN
13,90,166,4,5,4,0,1,0.9881,0.8,0.5,0.36364,0,0.2,166,4,5,4,0,0,0,0,0,0,0,0,0.92737,0.8,0.55556,0.66667,NaN,1
14,90,166,2,5,6,1,0,0.9881,0.4,0.5,0.54545,1,0,166,2,5,6,1,0,0,0,0,0,0,0,0.93258,0.66667,0.625,0.6,1,NaN
15,90.5,165,5,4,7,0,0,0.98214,1,0.4,0.63636,0,0,165,5,4,7,0,0,0,0,0,0,0,0,0.94286,1,0.66667,0.5,NaN,NaN
16,88.5,165,2,5,5,0,0,0.98214,0.4,0.5,0.45455,0,0,165,2,5,5,0,0,0,0,0,0,0,0,0.92697,0.66667,0.5,0.55556,NaN,NaN
17,89.5,166,1,4,8,0,0,0.9881,0.2,0.4,0.72727,0,0,166,1,4,8,0,0,0,0,0,0,0,0,0.94318,0.33333,0.36364,0.8,NaN,NaN
18,89.5,166,3,3,7,0,0,0.9881,0.6,0.3,0.63636,0,0,166,3,3,7,0,0,0,0,0,0,0,0,0.91713,0.75,0.75,0.63636,NaN,NaN
19,90.5,167,3,4,7,0,0,0.99405,0.6,0.4,0.63636,0,0,167,3,4,7,0,1,0,0,0,0,0,0,0.9435,0.75,0.66667,0.63636,0,0
20,90.5,167,3,6,5,0,0,0.99405,0.6,0.6,0.45455,0,0,167,3,6,5,0,0,0,0,0,0,0,0,0.91758,1,0.75,0.71429,NaN,NaN
21,92.5,166,4,7,7,1,0,0.9881,0.8,0.7,0.63636,1,0,166,4,7,7,1,0,0,0,0,0,0,0,0.94857,1,0.77778,0.63636,1,NaN
22,91,167,3,6,6,0,0,0.99405,0.6,0.6,0.54545,0,0,167,3,6,6,0,0,0,0,0,0,0,0,0.94886,0.75,0.54545,0.66667,NaN,NaN
23,90,166,3,4,7,0,0,0.9881,0.6,0.4,0.63636,0,0,166,3,4,7,0,0,0,0,0,0,0,0,0.92737,0.75,0.57143,0.7,NaN,NaN
24,88,164,4,2,6,0,0,0.97619,0.8,0.2,0.54545,0,0,164,4,2,6,0,1,0,0,0,0,0,0,0.94253,0.57143,0.5,0.5,0,0
25,90,165,5,3,7,0,0,0.98214,1,0.3,0.63636,0,0,165,5,3,7,0,1,0,0,0,0,0,0,0.94828,0.71429,0.5,0.58333,NaN,0
26,89,164,2,5,7,0,0,0.97619,0.4,0.5,0.63636,0,0,164,2,5,7,0,0,0,0,0,0,0,0,0.94798,1,0.5,0.53846,0,NaN
27,91.5,167,4,5,7,0,0,0.99405,0.8,0.5,0.63636,0,0,167,4,5,7,0,2,0,0,0,0,0,0,0.9435,0.8,0.71429,0.77778,NaN,0
28,89,167,2,4,5,0,0,0.99405,0.4,0.4,0.45455,0,0,167,2,4,5,0,0,0,0,0,0,0,0,0.91257,1,0.57143,0.71429,0,NaN
29,89,166,3,3,6,0,0,0.9881,0.6,0.3,0.54545,0,0,166,3,3,6,0,1,0,0,0,0,0,0,0.93785,0.75,0.375,0.66667,0,0
30,90.5,167,4,4,6,0,0,0.99405,0.8,0.4,0.54545,0,0,167,4,4,6,0,1,0,0,0,0,0,0,0.9435,0.66667,0.57143,0.66667,NaN,0
31,88.5,166,2,2,7,0,0,0.9881,0.4,0.2,0.63636,0,0,166,2,2,7,0,1,0,0,0,0,0,0,0.92737,0.5,0.5,0.63636,0,0
32,91.5,166,4,6,7,0,0,0.9881,0.8,0.6,0.63636,0,0,166,4,6,7,0,0,0,0,0,0,0,0,0.93258,0.8,0.85714,0.77778,0,NaN
33,89.5,166,3,3,7,0,0,0.9881,0.6,0.3,0.63636,0,0,166,3,3,7,0,0,0,0,0,0,0,0,0.94318,0.75,0.5,0.58333,0,NaN
34,91.5,167,4,5,7,0,0,0.99405,0.8,0.5,0.63636,0,0,167,4,5,7,0,1,0,0,0,0,0,0,0.94886,0.66667,0.625,0.77778,NaN,0
35,91,167,4,4,7,0,0,0.99405,0.8,0.4,0.63636,0,0,167,4,4,7,0,2,0,0,0,0,0,0,0.92778,1,1,0.77778,0,0
36,89,164,4,4,6,0,0,0.97619,0.8,0.4,0.54545,0,0,164,4,4,6,0,1,0,0,0,0,0,0,0.92655,1,0.66667,0.54545,0,0
37,92.5,166,4,7,7,1,0,0.9881,0.8,0.7,0.63636,1,0,166,4,7,7,1,4,0,0,0,0,0,0,0.95402,1,0.875,0.77778,1,0
