0.032542,0.476729,0.113208,1
0.010336,0.47425,1,2
0.029019,0.475468,1,2
0.01983,0.472179,1,2
0.021707,0.472259,0,1
0.066138,0.468422,0,1
0.032506,0.473085,0,1
0.011567,0.475159,1,2
0.832297,0.379758,0,4
0.676167,0.548892,1,3
0.05625,0.475044,0,1
0.02371,0.46953,0,1
0.040215,0.479213,1,2
0.085937,0.478079,0,1
0.244258,0.459775,1,3
0.020396,0.476101,1,2
0.069814,0.480769,1,2
0.031686,0.477939,0,1
0.01864,0.473469,0,1
0.011228,0.47304,0,1
0.070306,0.477389,0,1
0.00811,0.476638,1,2
0.042649,0.477724,1,2
0.040688,0.463111,0,1
0.045297,0.466789,0,1
0.012647,0.477046,1,2
0.013968,0.45946,0,1
0.153719,0.471999,0,6
0.012389,0.468788,0,1
0.454494,0.616133,1,3
0.00509,0.474446,1,2
0.04302,0.472801,1,2
0.047531,0.474349,0,1
0.035249,0.487566,0,1
0.021407,0.475164,1,2
0.10718,0.475713,0,1
0.302593,0.352347,1,4
0.029419,0.47535,1,2
0.025485,0.474415,1,2
0.016097,0.476825,0,1
0.056483,0.47259,0,1
0.022205,0.475944,0,1
0.184165,0.467851,0,6
0.06576,0.477287,0,1
0.032549,0.47204,0,1
0.12532,0.486961,1,2
0.032027,0.479337,0,1
0.029055,0.473554,1,2
0.022934,0.463964,1,2
0.128015,0.471791,0,1
0.102563,0.460881,0,1
0.046117,0.48258,1,2
0.08593,0.481783,0,1
0.021139,0.473716,0,1
0.057666,0.472142,1,2
0.047378,0.476213,0,1
0.744774,0.32613,0,4
0.053381,0.475146,1,2
0.038792,0.481965,1,2
0.031399,0.474639,0,1
0.036757,0.473204,0,1
0.019883,0.474227,1,2
0.066362,0.473921,0,1
0.018762,0.473952,1,2
0.028048,0.4717,0,1
0.0407,0.47731,0,1
0.177688,0.526349,1,2
0.029006,0.478859,1,2
0.172395,0.470962,0,4
0.016972,0.480954,0,1
0.084544,0.486985,0,1
0.049036,0.471544,0,1
0.047453,0.47321,0,1
0.025275,0.471676,0,1
0.048761,0.468998,0,1
0.026118,0.47158,0,1
0.464041,0.519265,1,3
0.027845,0.474085,1,2
0.032376,0.462203,0,1
0.04866,0.4791,0,1
0.039425,0.475715,0,1
0.248772,0.467609,0,6
0.07819,0.471206,0,1
0.035497,0.472182,0,1
0.142636,0.528234,0,5
0.01391,0.477272,0,1
0.156019,0.409802,0,6
0.013552,0.474998,1,2
0.498864,0.563619,1,3
0.019398,0.473465,1,2
0.048776,0.485279,1,2
0.038451,0.467917,0,1
0.034545,0.470042,0,6
0.030095,0.471864,0,1
0.021279,0.473653,0,1
0.371733,0.509211,1,3
0.006482,0.475846,1,2
0.048882,0.481368,1,2
0.009622,0.475732,1,2
0.009979,0.476091,1,2
0.106446,0.477447,1,3
0.068623,0.470433,0,1
0.05724,0.47723,1,2
0.067164,0.471362,0,1
0.035785,0.473792,1,2
0.034041,0.477426,0,1
0.02135,0.473904,1,2
0.007292,0.475353,1,2
0.337947,0.469663,0,4
0.003323,0.473932,1,2
0.071959,0.477531,0,1
0.004117,0.474263,1,2
0.012598,0.475612,1,2
0.006804,0.476745,1,2
0.344726,0.194512,0,4
0.070636,0.476368,0,1
0.083332,0.470539,0,1
0.06856,0.46944,0,1
0.021966,0.470546,1,2
0.024743,0.475483,1,2
0.018201,0.465536,0,1
0.050691,0.478655,0,1
0.026581,0.473713,1,2
0.026112,0.46974,1,2
