2,90,170,4,2,4,0,0.98837,0.57143,0.25,0.44444,0,170,4,2,4,1,0,0,0,0,0,0.96045,0.5,0.33333,0.5,0
3,91.5,171,5,3,4,0,0.99419,0.71429,0.375,0.44444,0,171,5,3,4,0,0,0,0,0,0,0.95,0.71429,0.42857,0.66667,NaN
4,89.5,170,4,1,4,0,0.98837,0.57143,0.125,0.44444,0,170,4,1,4,0,0,0,0,0,0,0.93923,0.5,0.16667,0.8,NaN
5,91,171,3,3,5,0,0.99419,0.42857,0.375,0.55556,0,171,3,3,5,0,0,0,0,0,0,0.95531,0.6,0.375,0.625,NaN
6,92.5,171,6,1,7,0,0.99419,0.85714,0.125,0.77778,0,171,6,1,7,0,0,0,0,0,0,0.9661,0.54545,0.33333,0.77778,NaN
7,92,169,5,4,6,0,0.98256,0.71429,0.5,0.66667,0,169,5,4,6,1,0,0,0,0,0,0.96023,0.71429,0.5,0.75,0
8,93.5,171,6,4,6,0,0.99419,0.85714,0.5,0.66667,0,171,6,4,6,0,0,0,0,0,0,0.96067,0.85714,0.57143,0.75,NaN
9,91.5,171,5,4,3,0,0.99419,0.71429,0.5,0.33333,0,171,5,4,3,1,0,0,0,0,0,0.95,0.71429,0.5,0.75,0
10,92.5,171,5,4,5,0,0.99419,0.71429,0.5,0.55556,0,171,5,4,5,1,0,0,0,0,0,0.96067,0.71429,0.5,0.83333,0
11,93,171,6,3,6,0,0.99419,0.85714,0.375,0.66667,0,171,6,3,6,1,0,0,0,0,0,0.97714,0.66667,0.5,0.66667,0
12,92,171,5,3,5,0,0.99419,0.71429,0.375,0.55556,0,171,5,3,5,1,0,0,0,0,0,0.96067,0.625,0.42857,0.83333,0
13,93,170,5,4,7,0,0.98837,0.71429,0.5,0.77778,0,170,5,4,7,0,0,0,0,0,0,0.97143,0.71429,0.5,0.7,NaN
14,91.5,171,4,4,4,0,0.99419,0.57143,0.5,0.44444,0,171,4,4,4,1,0,0,0,0,0,0.96067,0.66667,0.44444,0.66667,0
15,92,170,5,5,4,0,0.98837,0.71429,0.625,0.44444,0,170,5,5,4,0,0,0,0,0,0,0.94972,0.83333,0.625,0.57143,NaN
16,93,171,6,4,5,0,0.99419,0.85714,0.5,0.55556,0,171,6,4,5,1,0,0,0,0,0,0.97159,0.75,0.57143,0.625,0
17,94,170,7,5,6,0,0.98837,1,0.625,0.66667,0,170,7,5,6,0,0,0,0,0,0,0.96591,0.7,1,0.66667,NaN
18,91.5,171,4,5,3,0,0.99419,0.57143,0.625,0.33333,0,171,4,5,3,1,0,0,0,0,0,0.96067,0.66667,0.5,0.6,0
19,92.5,171,5,4,5,0,0.99419,0.71429,0.5,0.55556,0,171,5,4,5,1,0,0,0,0,0,0.9661,0.83333,0.57143,0.55556,0
20,93.5,171,6,5,5,0,0.99419,0.85714,0.625,0.55556,0,171,6,5,5,1,0,0,0,0,0,0.96067,0.85714,0.625,0.83333,0
21,92.5,170,5,5,5,0,0.98837,0.71429,0.625,0.55556,0,170,5,5,5,1,0,0,0,0,0,0.94972,0.83333,0.625,0.83333,0
22,91.5,171,5,2,5,0,0.99419,0.71429,0.25,0.55556,0,171,5,2,5,1,0,0,0,0,0,0.97159,0.55556,0.4,0.55556,0
23,93.5,170,6,6,5,0,0.98837,0.85714,0.75,0.55556,0,170,6,6,5,0,0,0,0,0,0,0.96591,1,0.54545,0.71429,NaN
24,91.5,171,5,4,3,0,0.99419,0.71429,0.5,0.33333,0,171,5,4,3,2,0,0,0,0,0,0.94475,0.71429,0.66667,0.75,0
25,92.5,171,5,5,4,0,0.99419,0.71429,0.625,0.44444,0,171,5,5,4,0,0,0,0,0,0,0.95,0.83333,0.625,0.66667,NaN
26,82.5,151,5,2,7,0,0.87791,0.71429,0.25,0.77778,0,151,5,2,7,1,0,0,0,0,0,0.96795,0.55556,0.18182,0.30435,0
27,91,170,4,3,5,0,0.98837,0.57143,0.375,0.55556,0,170,4,3,5,0,0,0,0,0,0,0.96591,0.57143,0.375,0.55556,NaN
28,92,169,6,6,3,0,0.98256,0.85714,0.75,0.33333,0,169,6,6,3,5,0,0,0,0,0,0.97126,1,0.66667,0.5,0
29,91.5,170,6,4,3,0,0.98837,0.85714,0.5,0.33333,0,170,6,4,3,2,0,0,0,0,0,0.97143,0.75,0.44444,0.5,0
