89,17,0.10811,0.57633,1.3149e-16,1
231,165,0.031954,0.59716,1.4123e-16,1
210,302,0.42156,0.4255,1.4362e-16,6
227,401,0.31453,0.46208,1.4123e-16,5
90,487,0.70324,0.22066,0.0472,4
23,139,0.33943,0.55715,0.060416,4
96,95,0.14566,0.59684,1.3741e-16,1
177,215,0.11381,0.56313,1.4123e-16,1
152,57,0.0051959,0.61935,0.41651,2
128,486,0.083365,0.58312,1.4123e-16,1
122,133,0.050484,0.62402,1.4123e-16,1
123,66,0.057327,0.58323,1.4123e-16,1
41,468,0.013734,0.62895,0.0051706,1
48,369,0.038004,0.60209,1.4123e-16,1
65,70,0.044087,0.5936,1.4123e-16,1
202,499,0.019437,0.60509,1.6721e-05,1
225,484,0.55899,0.76899,1.4417e-16,4
158,459,0.080251,0.54521,0.00057806,1
183,259,0.044986,0.61431,1.4123e-16,1
164,216,0.18626,0.79842,0.11361,4
116,400,0.086671,0.53607,1.4123e-16,6
223,138,0.90375,0.6513,0.053555,4
226,16,0.067289,0.63741,1.4123e-16,1
31,228,0.13305,0.61538,1.4123e-16,1
178,375,0.040729,0.60429,1.4123e-16,1
192,448,0.045239,0.61684,1.4123e-16,1
117,335,0.055237,0.62391,1.4123e-16,1
30,278,0.093164,0.56148,1.4123e-16,1
189,458,0.031944,0.61342,0.00013979,1
155,358,0.022998,0.61462,1.4123e-16,1
163,120,0.069596,0.61561,1.4123e-16,1
92,45,0.014952,0.61682,5.2216e-05,1
106,42,0.12127,0.6104,1.4123e-16,1
186,9,0.0069371,0.61513,0.00022051,1
102,395,0.11888,0.6417,1.3491e-16,1
166,150,0.095446,0.62464,0.00020058,1
140,100,0.042508,0.61963,0.3871,2
182,202,0.037215,0.60791,1.4123e-16,1
139,466,0.025276,0.60711,1.4123e-16,1
75,328,0.081682,0.64008,0.00015197,1
50,405,0.082134,0.67171,0.017475,6
99,444,0.3773,0.40864,1.3491e-16,6
124,349,0.43972,0.37259,0.0010968,4
78,189,0.047679,0.62255,1.4123e-16,1
110,59,0.030232,0.60169,1.7417e-05,1
28,338,0.13264,0.72293,0.016156,1
151,174,0.060401,0.59626,1.4123e-16,1
165,411,0.03827,0.59969,0.00013693,1
216,406,0.070128,0.5838,1.4123e-16,1
69,181,0.61948,0.2727,0.040854,4
1,436,0.028704,0.60182,1.4123e-16,1
143,98,0.11991,0.62061,1.4123e-16,1
33,392,0.054131,0.65165,1.4123e-16,1
138,260,0.1502,0.47409,0.002252,1
131,65,0.046495,0.62017,1.4123e-16,1
219,271,0.047052,0.58732,0.00074273,1
199,284,0.059095,0.5841,1.4123e-16,1
129,86,0.082664,0.53057,0.00027739,1
44,87,0.012855,0.6212,0.018808,1
29,72,0.051463,0.60578,1.4123e-16,1
196,7,0.66026,0.54689,0.17928,4
101,106,0.062859,0.58299,8.2364e-05,1
205,125,0.060984,0.63525,1.4123e-16,1
171,362,0.069695,0.6114,1.4123e-16,1
61,224,0.095637,0.58965,1.4123e-16,1
174,310,0.22451,0.53472,7.5318e-05,1
63,397,0.074437,0.57871,1.4123e-16,1
195,116,0.053016,0.62104,0.00083966,1
107,333,0.087855,0.5879,0.0063413,1
103,85,0.079671,0.62895,1.4123e-16,1
59,372,0.095854,0.55635,0.0002295,1
190,393,0.090737,0.59414,1.4123e-16,1
79,356,0.02885,0.60285,1.4123e-16,1
94,90,0.1133,0.6215,1.2642e-16,1
161,388,0.044973,0.63117,1.4123e-16,1
198,33,0.11178,0.5944,1.4123e-16,1
203,500,0.033091,0.62136,1.4123e-16,1
179,269,0.017153,0.6148,0.012702,1
35,491,0.11777,0.63158,1.499e-16,1
80,309,0.016183,0.60953,1.4123e-16,1
112,44,0.080654,0.55457,1.4123e-16,1
150,418,0.072804,0.61966,1.4123e-16,1
239,226,0.072223,0.58843,1.4123e-16,1
209,173,0.080502,0.59357,1.4123e-16,1
249,255,0.0212,0.62531,6.6968e-05,1
247,314,0.037938,0.59555,1.4123e-16,1
250,311,0.16527,0.60143,1.4337e-16,6
133,128,0.044447,0.58311,1.4123e-16,1
125,319,0.52411,0.61521,0.80316,2
47,71,0.033311,0.61153,1.4123e-16,1
83,497,0.080133,0.6271,1.4123e-16,1
56,80,0.096318,0.57001,1.4123e-16,1
60,289,0.056843,0.58483,1.4123e-16,1
66,352,0.09895,0.67553,0.008595,1
188,73,0.088386,0.62354,1.4123e-16,1
168,257,0.23659,0.84319,1.4123e-16,3
175,147,0.054516,0.59957,1.4123e-16,1
22,131,0.076986,0.60191,1.4123e-16,1
67,177,0.057219,0.59936,0.0045731,1
142,345,0.038052,0.60623,1.4123e-16,1
45,15,0.04189,0.63655,1.324e-16,1
194,154,0.049405,0.61158,1.4123e-16,1
88,92,0.037661,0.61781,1.4123e-16,1
7,354,0.06338,0.59198,1.4123e-16,1
4,412,0.10145,0.63085,1.3114e-16,1
200,261,0.079563,0.60095,1.4123e-16,1
145,325,0.09544,0.71193,0.55201,2
6,364,0.079044,0.60016,1.4123e-16,1
77,265,0.053562,0.59245,1.4123e-16,1
62,64,0.065619,0.63078,1.4123e-16,1
82,21,0.07079,0.5935,1.5427e-16,1
115,394,0.078705,0.58478,1.4123e-16,1
9,383,0.075341,0.60444,1.4123e-16,1
11,443,0.053508,0.59205,1.4123e-16,1
15,294,0.13304,0.61546,1.4123e-16,1
68,463,0.040359,0.59275,1.4123e-16,1
