9,237,0.24697,0.55239,1.3491e-16,6
175,40,0.033947,0.59859,1.4123e-16,1
206,142,0.032214,0.62527,1.4123e-16,1
140,441,0.020125,0.62026,1.4123e-16,1
36,32,0.024247,0.62587,0.0013986,1
154,230,0.02637,0.61026,1.4123e-16,1
250,427,0.047949,0.60099,1.4123e-16,1
249,192,0.012487,0.62015,1.4123e-16,1
20,249,0.071793,0.56452,1.4123e-16,1
147,457,0.067555,0.63281,1.4123e-16,1
34,49,0.045783,0.6269,1.4123e-16,1
226,496,0.025977,0.62291,1.4123e-16,1
156,41,0.074551,0.55955,1.4123e-16,1
96,311,0.16527,0.60143,1.4337e-16,6
2,323,0.027591,0.59677,1.4123e-16,1
236,67,0.015181,0.61531,1.4123e-16,1
44,463,0.040359,0.59275,1.4123e-16,1
205,228,0.13305,0.61538,1.4123e-16,1
69,97,0.067607,0.6119,0.0057473,1
204,499,0.019437,0.60509,1.6721e-05,1
210,301,0.030295,0.61946,1.4123e-16,1
218,402,0.10103,0.55855,0.011085,1
115,399,0.43176,0.53764,1.4123e-16,1
95,275,0.32377,0.85974,0.39406,3
209,251,0.054381,0.66904,0.0060576,5
164,310,0.22451,0.53472,7.5318e-05,1
232,442,0.010116,0.62286,0.44531,2
73,295,0.03274,0.61164,1.4123e-16,1
225,270,0.04916,0.58282,1.4123e-16,1
52,102,0.079166,0.61456,0.0012078,1
111,422,0.032552,0.62609,1.4123e-16,1
130,208,0.045536,0.58126,1.4123e-16,1
80,454,0.079209,0.6117,1.4123e-16,1
7,453,0.18404,0.49188,1.4123e-16,4
53,413,0.064337,0.6097,1.4123e-16,1
172,2,0.052852,0.60148,0.00011378,1
153,222,0.059358,0.56442,1.4123e-16,1
74,178,0.010083,0.60195,0.0022744,1
221,443,0.053508,0.59205,1.4123e-16,1
41,54,0.73077,0.77524,0.22428,1
75,489,0.011141,0.62274,7.8185e-06,1
14,181,0.61948,0.2727,0.040854,4
91,355,0.070598,0.64833,0.0033218,1
197,193,0.017216,0.6147,1.4123e-16,1
207,173,0.080502,0.59357,1.4123e-16,1
29,319,0.52411,0.61521,0.80316,2
120,81,0.10553,0.60653,1.4123e-16,1
12,324,0.03834,0.60711,1.4123e-16,1
158,240,0.019857,0.61909,0.40208,2
31,217,0.28788,0.56609,0.034857,1
122,317,0.016835,0.60439,1.4123e-16,1
136,404,0.32388,0.42925,1.4619e-16,6
199,158,0.058869,0.62569,1.4123e-16,1
60,392,0.054131,0.65165,1.4123e-16,1
196,353,0.02806,0.61559,0.00013917,1
233,419,0.060339,0.61785,0.0072063,1
202,89,0.07947,0.69678,1.5785e-16,3
24,111,0.0072666,0.61262,0.00025036,1
219,389,0.014904,0.6115,1.4174e-16,1
157,366,0.093997,0.58854,0.00059114,1
87,109,0.051032,0.66749,0.012572,1
97,29,0.055803,0.62312,0.0050463,1
162,347,0.12026,0.56198,1.4123e-16,1
105,164,0.10246,0.55611,2.7668e-05,2
189,233,0.025276,0.60735,1.4123e-16,1
181,171,0.080058,0.64435,0.00014862,1
1,194,0.033892,0.61992,1.4123e-16,1
142,412,0.10145,0.63085,1.3114e-16,1
203,144,0.062789,0.56939,0.00016976,1
71,238,0.084167,0.62973,0.011313,1
33,200,0.073438,0.61811,1.4123e-16,1
32,248,0.79033,0.57874,0.059215,4
56,133,0.050484,0.62402,1.4123e-16,1
134,72,0.051463,0.60578,1.4123e-16,1
163,418,0.072804,0.61966,1.4123e-16,1
150,5,0.73138,0.71392,0.29937,3
245,77,0.050475,0.59074,1.4123e-16,1
224,306,0.0295,0.61026,1.4123e-16,1
146,229,0.049317,0.59402,1.4123e-16,1
135,450,0.078099,0.58395,1.3991e-06,1
178,327,0.092341,0.49784,1.4123e-16,1
72,315,0.015085,0.61867,2.4027e-05,1
76,267,0.074168,0.61165,1.4123e-16,1
67,38,0.037979,0.60093,1.4123e-16,1
171,161,0.0068622,0.62923,0.29932,2
57,255,0.0212,0.62531,6.6968e-05,1
92,435,0.08719,0.60796,1.4123e-16,1
144,314,0.037938,0.59555,1.4123e-16,1
103,213,0.16519,0.54038,1.3428e-16,1
37,47,0.13679,0.60766,1.4123e-16,1
213,296,0.086887,0.56972,1.6671e-05,1
46,152,0.066699,0.59438,1.4123e-16,1
187,498,0.085759,0.71114,0.074278,5
94,60,0.016451,0.6298,0.54792,2
35,17,0.10811,0.57633,1.3149e-16,1
194,63,0.04266,0.59635,1.4123e-16,1
239,259,0.044986,0.61431,1.4123e-16,1
166,1,0.03071,0.61537,1.4123e-16,1
145,59,0.030232,0.60169,1.7417e-05,1
137,440,0.016772,0.62244,0.00014148,1
22,25,0.056492,0.59926,1.4123e-16,1
40,371,0.16266,0.63397,1.345e-16,1
107,232,0.24995,0.79363,0.36701,3
129,212,0.028707,0.59509,1.4123e-16,1
231,336,0.073378,0.59418,1.4123e-16,1
63,199,0.22368,0.73169,0.026507,3
85,160,0.15539,0.58941,1.3543e-16,1
89,338,0.13264,0.72293,0.016156,1
182,120,0.069596,0.61561,1.4123e-16,1
112,207,0.080458,0.62559,1.4123e-16,1
54,309,0.016183,0.60953,1.4123e-16,1
222,254,0.13426,0.64066,0.043239,1
8,11,0.39771,0.55695,0.0007605,4
