0.03070979,0.615366,1.4123E-16,1
0.05285248,0.601479,0.000113776,1
0.08551916,0.6207039,1.387531E-16,1
0.05881694,0.6603742,5.358228E-05,1
0.7313791,0.7139237,0.2993685,3
0.07052409,0.5893135,1.4123E-16,1
0.6602602,0.546893,0.1792776,4
0.6899897,0.5024353,0.1830832,4
0.006937106,0.6151254,0.0002205084,1
0.04803698,0.602484,1.4123E-16,1
0.3977128,0.5569541,0.0007605,4
0.08215354,0.5906132,1.265857E-06,1
0.07604453,0.5679679,1.4123E-16,1
0.04666807,0.6181635,1.4123E-16,1
0.04188984,0.6365454,1.324041E-16,1
0.06728947,0.637414,1.4123E-16,1
0.1081117,0.5763271,1.314904E-16,1
0.04057455,0.6020711,1.4123E-16,1
0.05767337,0.5912538,1.4123E-16,1
0.04497329,0.6267071,0.001382314,1
0.07079037,0.5935025,1.54268E-16,1
0.2394275,0.8657847,0.398233,3
0.0955268,0.5657159,1.4123E-16,1
0.07195445,0.549458,1.463656E-16,1
0.05649248,0.5992607,1.4123E-16,1
0.1656856,0.7762207,0.4690719,3
0.0389843,0.5886933,1.4123E-16,1
0.02984461,0.6000864,0.0004543282,1
0.05580326,0.6231234,0.005046271,1
0.1285925,0.6292764,1.4123E-16,1
0.05042301,0.5696148,1.4123E-16,1
0.0242471,0.6258676,0.001398595,1
0.1117846,0.5943985,1.4123E-16,1
0.02363376,0.595714,1.4123E-16,1
0.1070481,0.5883706,0.00000638,1
0.07568736,0.6114949,1.4123E-16,1
0.01122934,0.6108172,1.4123E-16,1
0.0379788,0.6009268,1.4123E-16,1
0.06357014,0.6096739,1.4123E-16,1
0.03394656,0.5985876,1.4123E-16,1
0.07455136,0.5595485,1.4123E-16,1
0.1212721,0.6103986,1.4123E-16,1
0.02647645,0.5923094,0.0002788627,1
0.0806542,0.5545732,1.4123E-16,1
0.01495191,0.616825,0.000052216,1
0.1285676,0.5933098,1.4123E-16,1
0.1367924,0.6076641,1.4123E-16,1
0.4885691,0.7430462,0.6799678,3
0.04578334,0.6269034,1.4123E-16,1
0.044154,0.6212873,1.4123E-16,1
0.1509362,0.6486523,1.471146E-16,1
0.04823697,0.6147819,1.4123E-16,1
0.07185391,0.6154675,1.4123E-16,1
0.7307681,0.7752447,0.2242815,1
0.6398236,0.7217314,0.3873811,4
0.1185593,0.5782597,1.460175E-16,1
0.005195904,0.6193464,0.416513,2
0.121459,0.6824898,5.085435E-05,1
0.03023234,0.6016883,1.741724E-05,1
0.01645113,0.6298043,0.5479226,2
0.02484216,0.6137336,1.4123E-16,1
0.1917521,0.658217,0.1109393,3
0.04265991,0.5963474,1.4123E-16,1
0.06561917,0.6307796,1.4123E-16,1
0.04649536,0.6201676,1.4123E-16,1
0.05732654,0.583231,1.4123E-16,1
0.01518107,0.6153051,1.4123E-16,1
0.07190619,0.6339735,0.003814665,1
0.06774546,0.6082039,0.002799938,1
0.04408741,0.5935962,1.4123E-16,1
0.03331128,0.6115333,1.4123E-16,1
0.051463,0.6057798,1.4123E-16,1
0.0883855,0.623542,1.4123E-16,1
0.06200397,0.5890352,0.001993717,1
0.05396684,0.6259027,1.4123E-16,1
0.1003458,0.621085,1.4123E-16,1
0.050475,0.5907432,1.4123E-16,1
0.08095761,0.6429469,1.4123E-16,1
0.3981948,0.522024,1.43946E-16,5
0.09631763,0.5700117,1.4123E-16,1
0.1055256,0.6065296,1.4123E-16,1
0.3510019,0.2899578,0.0009972919,4
0.0577977,0.5647879,1.4123E-16,1
0.7058054,0.334187,0.09510076,4
0.07967069,0.6289533,1.4123E-16,1
0.08266412,0.5305738,0.0002773862,1
0.01285523,0.6211996,0.01880777,1
0.3390118,0.8150309,0.7821343,3
0.07947002,0.6967843,1.578453E-16,3
0.1132959,0.6214965,1.264248E-16,1
0.06221587,0.6019773,0.0002827462,1
0.03766149,0.6178075,1.4123E-16,1
0.09327191,0.638667,1.4123E-16,1
0.05920969,0.6201682,1.4123E-16,1
0.1456576,0.5968354,1.37413E-16,1
0.02675733,0.6128191,1.4123E-16,1
0.06760704,0.6119,0.005747337,1
0.1199074,0.620613,1.4123E-16,1
0.4289223,0.5471825,1.4123E-16,1
0.04250812,0.6196284,0.387105,2
0.08160107,0.6508178,0.0003336621,1
0.07916591,0.6145564,0.001207766,1
0.779745,0.3900889,0.1607321,4
0.004778564,0.6214324,0.0006530179,1
0.2560874,0.3670775,0.005397492,4
0.06285941,0.5829911,8.236393E-05,1
0.04027916,0.5951363,1.4123E-16,1
0.1217439,0.5364986,1.4123E-16,6
0.05103226,0.6674934,0.01257206,1
0.0476693,0.5985467,1.4123E-16,1
0.007266559,0.6126178,0.0002503555,1
0.05981377,0.6322145,1.4123E-16,1
0.07960909,0.6033622,1.4123E-16,1
0.1114754,0.6364617,1.4123E-16,1
0.001458685,0.6225444,0.01241115,1
0.0530163,0.62104,0.000839656,1
0.06315421,0.6277501,1.4123E-16,1
0.05088038,0.5947935,1.4123E-16,1
0.086537,0.5607172,1.243441E-16,1
0.06959612,0.6156052,1.4123E-16,1
0.1467714,0.5941891,1.4123E-16,1
0.1001704,0.5351629,0.3633457,2
